,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,Marrakesh,31.6315,-8.0083,77.07,53,0,12.66,MA,1627941699
291,Margate,51.3813,1.3862,62.04,73,100,1.01,GB,1627941700
292,Tucupita,9.0622,-62.051,75.78,93,66,0.89,VE,1627941700
293,Leningradskiy,69.3833,178.4167,33.04,99,100,10.63,RU,1627941701
294,Whangamata,-37.2,175.8667,54.09,74,72,14.16,NZ,1627941702
295,Eyl,7.9803,49.8164,78.33,66,49,25.7,SO,1627941703
296,Karratha,-20.7377,116.8463,59.04,26,6,17.38,AU,1627941703
297,Mattru,7.6244,-11.8332,71.87,86,23,2.98,SL,1627941704
298,Pierre,44.3683,-100.351,93.99,35,97,5.01,US,1627941704
299,Suzhou,31.3114,120.6181,82.27,95,25,8.03,CN,1627941705
300,Santa Fe,-31.6333,-60.7,58.75,64,0,5.06,AR,1627941519
301,Rawson,-43.3002,-65.1023,59.88,31,39,10.38,AR,1627941705
302,Lorengau,-2.0226,147.2712,82.17,80,18,8.86,PG,1627941703
303,Pochutla,15.7432,-96.4661,90.82,61,87,6.87,MX,1627941706
304,Otukpo,7.1913,8.1329,72.64,94,100,5.06,NG,1627941707
305,Dixon,38.4455,-121.8233,100.24,17,1,6.91,US,1627941707
306,Huambo,-12.7761,15.7392,58.73,31,0,0.72,AO,1627941585
307,Port Blair,11.6667,92.75,81.59,83,99,21.32,IN,1627941708
308,Bonfim,3.0833,-59.95,78.06,83,96,2.8,BR,1627941708
309,Palenque/Temp,17.5167,-91.9667,90.73,58,93,5.77,MX,1627941615
310,Nantucket,41.2835,-70.0995,77.13,71,1,18.01,US,1627941709
311,Sabang,5.8933,95.3214,82.51,75,99,20.87,ID,1627941711
312,Qaqortoq,60.7167,-46.0333,54.1,97,92,5.55,GL,1627941711
313,Derzhavīnsk,51.1,66.3167,71.02,47,4,1.72,KZ,1627941712
314,Constitución,-35.3333,-72.4167,56.34,70,0,10.42,CL,1627941697
315,Mount Gambier,-37.8333,140.7667,44.42,89,68,9.4,AU,1627941714
316,Sitka,57.0531,-135.33,61.14,71,97,4.09,US,1627941715
317,Puerto del Rosario,28.5004,-13.8627,73.15,73,20,13.8,ES,1627941717
318,Okato,-39.2,173.8833,48.42,91,99,13.22,NZ,1627941717
319,Baruun-Urt,46.6806,113.2792,64.36,50,95,5.28,MN,1627941719
320,Nemuro,43.3236,145.575,68.94,98,99,4.85,JP,1627941719
321,Puerto Escondido,15.85,-97.0667,86.95,65,72,5.97,MX,1627941720
322,Sistranda,63.7256,8.834,52.9,69,34,5.19,NO,1627941721
323,Hazorasp,41.3194,61.0742,75.04,18,0,11.72,UZ,1627941609
324,Harbour Breton,47.4833,-55.7983,62.35,77,100,6.11,CA,1627941722
325,Upernavik,72.7868,-56.1549,47.19,66,26,1.83,GL,1627941723
326,Ketchikan,55.3422,-131.6461,65.3,62,62,5.59,US,1627941724
327,Kazygurt,41.7589,69.3864,80.53,31,14,5.06,KZ,1627941725
328,Vao,-22.6667,167.4833,66.45,66,0,6.11,NC,1627941726
329,Morón,-34.6534,-58.6198,56.05,54,0,1.01,AR,1627941715
330,Severo-Kuril'sk,50.6789,156.125,51.21,77,97,20.36,RU,1627941728
331,San Jose de Guanipa,8.8872,-64.1651,72.48,91,100,3.67,VE,1627941729
332,Mossamedes,-15.1961,12.1522,69.1,82,85,2.19,AO,1627941729
333,Canyon,34.9803,-101.9188,87.48,32,19,7.25,US,1627941452
334,Kununurra,-15.7667,128.7333,75.18,46,66,6.91,AU,1627941730
335,Aswān,24.0934,32.907,92.64,14,2,9.31,EG,1627941730
336,Altagracia de Orituco,9.8601,-66.3814,73.56,92,75,4.74,VE,1627941731
337,Beloha,-25.1667,45.05,63.23,80,0,4.59,MG,1627941732
338,Yelanskiy,56.8419,62.5014,60.75,95,100,6.46,RU,1627941732
339,Ahipara,-35.1667,173.1667,54.55,83,11,28.77,NZ,1627941733
340,Dachnoye,43.0847,44.7358,62.96,93,76,4.47,RU,1627941733
341,Vila,42.0304,-8.1588,58.69,79,32,4.52,PT,1627941734
342,Ust-Kuyga,70.0167,135.6,63.66,36,0,2.57,RU,1627941735
343,Torzhok,57.0436,34.9622,60.51,92,98,15.73,RU,1627941672
344,Novokizhinginsk,51.6115,109.5917,58.06,99,100,1.43,RU,1627941735
345,Pag,44.445,15.0575,68.58,57,56,6.02,HR,1627941737
346,Strezhevoy,60.7333,77.5889,57.18,92,100,1.25,RU,1627941737
347,Boyolangu,-8.1181,111.8935,74.39,93,89,8.7,ID,1627941737
348,Rancho Palos Verdes,33.7445,-118.387,106.65,72,1,5.01,US,1627941738
349,Kizilskoye,52.7255,58.8937,65.34,57,7,5.23,RU,1627941738
350,Chumikan,54.7183,135.315,51.58,97,100,12.48,RU,1627941739
351,Ballina,-28.8667,153.5667,62.78,90,100,8.66,AU,1627941739
352,Arrondissement d'Arcachon,44.5875,-1.0519,62.92,88,0,2.3,FR,1627941740
353,Trairi,-3.2778,-39.2689,77.92,72,6,7.4,BR,1627941663
354,Gazojak,41.1875,61.4036,84.69,16,0,11.97,TM,1627941740
355,Isangel,-19.55,169.2667,73.08,54,4,10.8,VU,1627941741
356,Viedma,-40.8135,-62.9967,59.76,30,53,9.26,AR,1627941741
357,Portobelo,9.55,-79.65,84.85,81,95,1.59,PA,1627941742
358,Port Macquarie,-31.4333,152.9167,58.89,92,99,15.95,AU,1627941742
359,Provideniya,64.3833,-173.3,51.91,82,90,15.66,RU,1627941742
360,Port Lincoln,-34.7333,135.8667,51.64,62,65,18.99,AU,1627941743
361,Seoul,37.5683,126.9778,77.76,85,0,1.9,KR,1627941645
362,Kavaratti,10.5669,72.642,81.72,74,80,14.25,IN,1627941743
363,Anloga,5.7947,0.8973,77.36,87,100,8.88,GH,1627941744
364,Whitianga,-36.8333,175.7,55.02,76,63,15.23,NZ,1627941744
365,Gao,16.6362,1.637,88.36,46,96,11.25,ML,1627941744
366,Centralia,46.7162,-122.9543,85.46,57,1,8.05,US,1627941745
367,Simao,22.7886,100.9748,64.06,99,61,0.45,CN,1627941745
368,Grootfontein,-19.5667,18.1167,56.23,37,0,6.31,NA,1627941746
369,Pundaguitan,6.3711,126.1689,82.87,74,95,4.5,PH,1627941746
370,Bilma,18.6853,12.9164,95.94,13,14,11.39,NE,1627941747
371,Il'inskoye-Khovanskoye,56.9718,39.7684,70.93,90,39,11.99,RU,1627941747
372,Novorzhev,57.0294,29.3338,56.44,97,89,10.49,RU,1627941747
373,Albert Lea,43.648,-93.3683,80.71,44,40,5.75,US,1627941707
374,Zambezi,-13.5432,23.1047,59.07,44,2,4.79,ZM,1627941748
375,Souillac,-20.5167,57.5167,66.79,70,0,0.69,MU,1627941663
376,Charters Towers,-20.1,146.2667,60.48,81,4,5.14,AU,1627941750
377,San Ramon,37.7799,-121.978,94.1,35,1,8.01,US,1627941750
378,Irbit,57.6705,63.071,60.33,96,100,5.19,RU,1627941751
379,Bay Roberts,47.5999,-53.2648,68.43,67,100,4.0,CA,1627941751
380,Wanning,18.8003,110.3967,80.31,86,87,9.98,CN,1627941751
381,Zhezkazgan,47.8043,67.7144,79.39,30,6,9.31,KZ,1627941752
382,Novobirilyussy,56.9514,90.6661,56.53,73,100,3.8,RU,1627941752
383,Sur,22.5667,59.5289,87.19,60,53,11.54,OM,1627941753
384,Sola,-13.8833,167.55,75.04,60,83,13.65,VU,1627941753
385,Meridian,43.6121,-116.3915,93.85,41,1,1.99,US,1627941619
386,Porto-Novo,6.4965,2.6036,76.87,89,100,5.12,BJ,1627941754
387,Fukuechō,32.6881,128.8419,80.91,78,47,14.14,JP,1627941754
388,Salisbury,51.0693,-1.7957,59.61,92,100,3.38,GB,1627941750
389,Gra Lygia,35.0167,25.6833,87.98,43,0,13.4,GR,1627941755
390,Zapolyarnyy,69.4154,30.8136,47.48,95,16,2.8,RU,1627941755
391,Fort Nelson,58.8053,-122.7002,90.43,30,54,10.42,CA,1627941756
392,Taguatinga,-12.3857,-46.5711,76.35,28,52,6.4,BR,1627941756
393,Buchanan,5.8808,-10.0467,75.16,78,8,6.55,LR,1627941757
394,Kajaani,64.2273,27.7285,59.05,72,75,4.61,FI,1627941757
395,Marathon,44.9,-89.7668,78.33,55,1,6.91,US,1627941757
396,Ryōtsu-minato,38.0833,138.4333,84.16,74,91,3.42,JP,1627941758
397,Fort Saint James,54.4333,-124.25,84.88,36,24,4.21,CA,1627941758
398,Tevaitoa,-16.7833,-151.5,79.27,73,71,16.31,PF,1627941759
399,Rincon,32.296,-81.2354,91.85,83,75,20.71,US,1627941759
400,San Policarpo,12.1791,125.5072,81.3,80,100,9.15,PH,1627941759
401,Alipur,29.3846,70.9116,94.91,45,53,12.97,PK,1627941760
402,Bandarbeyla,9.4942,50.8122,77.4,77,14,31.16,SO,1627941760
403,Turaif,31.6725,38.6637,82.33,26,0,10.07,SA,1627941717
404,Khani,41.9563,42.9566,67.57,81,20,4.9,GE,1627941761
405,Khovd,48.0056,91.6419,59.63,50,0,2.21,MN,1627941761
406,Abu Dhabi,24.4667,54.3667,92.93,65,63,5.53,AE,1627941611
407,Kamiiso,41.8167,140.65,73.78,94,75,2.3,JP,1627941762
408,Saint-Joseph,-21.3667,55.6167,65.21,67,6,1.45,RE,1627941762
409,Eureka,40.8021,-124.1637,70.2,74,42,3.0,US,1627941762
410,Kloulklubed,7.0419,134.2556,79.3,78,66,13.27,PW,1627941763
411,Sásd,46.2552,18.1078,63.81,60,21,2.91,HU,1627941763
412,Ambilobe,-13.2,49.05,66.63,87,9,3.49,MG,1627941764
413,Whitehorse,60.7161,-135.0538,75.29,43,92,4.05,CA,1627941764
414,Sterling,39.0062,-77.4286,83.77,46,1,1.99,US,1627941563
415,Ribeira Brava,32.65,-17.0667,73.0,77,6,7.29,PT,1627941765
416,Camopi,3.1655,-52.3158,74.98,85,92,3.91,GF,1627941765
417,Dengzhou,37.8086,120.7508,72.37,89,5,3.15,CN,1627941765
418,Thunder Bay,48.4001,-89.3168,83.28,47,75,8.03,CA,1627941671
419,Leirvik,59.7798,5.5005,54.63,72,36,14.85,NO,1627941766
420,Palana,59.1167,159.9667,46.6,83,73,10.47,RU,1627941766
421,Nacala,-14.5428,40.6728,67.06,77,0,6.2,MZ,1627941767
422,Vanavara,60.34,102.2797,60.42,80,100,3.71,RU,1627941767
423,Mananjary,-21.2167,48.3333,65.14,92,13,4.81,MG,1627941768
424,Tura,25.5198,90.2201,73.9,98,100,3.51,IN,1627941768
425,Smithers,54.7804,-127.1743,84.54,31,6,6.89,CA,1627941769
426,Penzance,50.1186,-5.5371,58.21,80,52,6.13,GB,1627941690
427,Baculin,7.4525,126.5842,78.96,76,100,5.01,PH,1627941770
428,Cilegon,-6.0174,106.0538,76.89,85,79,3.06,ID,1627941770
429,Salalah,17.0151,54.0924,75.7,94,100,7.07,OM,1627941635
430,Los Llanos de Aridane,28.6585,-17.9182,69.55,92,75,13.8,ES,1627941770
431,Vestmannaeyjar,63.4427,-20.2734,53.22,85,100,3.65,IS,1627941771
432,Mapiri,-15.25,-68.1667,70.02,67,89,0.96,BO,1627941771
433,Kenitra,34.261,-6.5802,70.84,89,33,4.9,MA,1627941765
434,Miraflores,19.2167,-98.8083,71.87,82,91,2.26,MX,1627941772
435,Aksu,41.1231,80.2644,74.97,32,93,12.84,CN,1627941772
436,Alpinópolis,-20.8636,-46.3881,67.82,45,82,3.4,BR,1627941596
437,Masterton,-40.9597,175.6575,53.94,88,100,9.06,NZ,1627941774
438,Ancud,-41.8697,-73.8203,50.76,98,100,3.6,CL,1627941774
439,Neyshabur,36.2133,58.7958,74.82,16,0,3.22,IR,1627941775
440,Puerto Nariño,-3.7703,-70.3831,82.49,56,27,2.24,CO,1627941775
441,Kalemie,-5.9475,29.1947,69.87,57,0,2.08,CD,1627941776
442,Delījān,33.9905,50.6838,80.19,17,58,11.92,IR,1627941776
443,Aklavik,68.2191,-135.0107,64.17,59,93,15.7,CA,1627941777
444,Pishin,30.5803,66.9961,76.41,25,25,2.44,PK,1627941777
445,Miyako,39.6367,141.9525,79.83,83,98,7.7,JP,1627941777
446,Kameno,42.5667,27.3,77.29,83,0,10.36,BG,1627941778
447,Bilibino,68.0546,166.4372,35.74,82,99,14.03,RU,1627941778
448,Shakawe,-18.3667,21.85,58.21,36,2,5.32,BW,1627941779
449,Tupiza,-21.45,-65.7167,57.29,19,84,8.1,BO,1627941779
450,Kargat,55.1956,80.2811,58.96,96,99,6.69,RU,1627941779
451,Ajdabiya,30.7554,20.2263,89.02,28,0,10.96,LY,1627941780
452,Popondetta,-8.7537,148.2534,78.39,75,77,1.81,PG,1627941780
453,Broome,42.2506,-75.833,73.17,50,20,4.0,US,1627941780
454,Verkhnevilyuysk,63.4453,120.3167,63.03,58,1,4.21,RU,1627941781
455,Anchorage,61.2181,-149.9003,78.75,67,1,8.99,US,1627941757
456,Labuhan,-6.8844,112.2051,75.94,87,68,10.87,ID,1627941782
457,Otane,-39.8833,176.6333,47.01,76,100,10.78,NZ,1627941782
458,Eskilstuna,59.3666,16.5077,54.73,90,99,1.99,SE,1627941783
459,Byron Bay,-28.65,153.6167,66.15,90,94,9.24,AU,1627941497
460,Laas,46.6166,10.7002,57.02,91,50,2.1,IT,1627941641
461,Omsukchan,62.5333,155.8,35.24,95,99,7.52,RU,1627941784
462,Namangan,40.9983,71.6726,75.65,38,98,9.22,UZ,1627941784
463,Lodwar,3.1191,35.5973,83.91,36,99,13.89,KE,1627941785
464,Ferrol,43.4832,-8.2369,63.68,80,29,5.32,ES,1627941785
465,Barcelos,41.5388,-8.6151,69.28,84,52,4.7,PT,1627941785
466,Pingliang,35.5392,106.6861,64.6,70,84,8.23,CN,1627941786
467,Alice,27.7523,-98.0697,100.31,28,18,6.31,US,1627941786
468,Yārāda,17.65,83.2667,84.52,79,40,11.5,IN,1627941787
469,Shunyi,40.125,116.6453,75.83,83,75,2.24,CN,1627941787
470,Talara,-4.5772,-81.2719,67.01,82,5,17.16,PE,1627941787
471,Tezu,27.9167,96.1667,75.34,94,98,3.89,IN,1627941788
472,Natal,-5.795,-35.2094,77.22,83,75,8.05,BR,1627941531
473,Rudnogorsk,57.2639,103.7519,54.19,81,100,2.55,RU,1627941788
474,Ust-Nera,64.5667,143.2,56.26,45,0,4.85,RU,1627941789
475,Burnie,-41.0667,145.9167,49.01,90,100,6.22,AU,1627941789
476,Plouzané,48.3833,-4.6167,57.52,85,0,5.75,FR,1627941790
477,Pinega,64.7001,43.3936,56.43,95,99,4.97,RU,1627941790
478,Ullal,12.8,74.85,77.56,86,83,9.08,IN,1627941790
479,Lebyazh'ye,55.2689,66.4947,62.74,66,80,7.05,RU,1627941791
480,Hualmay,-11.0964,-77.6139,66.45,75,8,9.13,PE,1627941791
481,Tornio,65.8481,24.1466,51.82,57,100,6.17,FI,1627941791
482,Parkent,41.2944,69.6764,78.62,30,64,7.45,UZ,1627941792
483,Kenora,49.8167,-94.4337,83.8,27,18,4.34,CA,1627941792
484,San Quintín,30.4833,-115.95,78.48,56,1,15.52,MX,1627941793
485,Tautira,-17.7333,-149.15,82.42,73,100,14.9,PF,1627941612
486,Saint-Leu,-21.15,55.2833,65.68,70,1,1.16,RE,1627941793
487,Bhag,29.0415,67.8239,97.52,38,32,7.81,PK,1627941794
488,Sibolga,1.7427,98.7792,75.99,84,88,3.62,ID,1627941794
489,Arica,-18.475,-70.3042,62.17,80,52,3.78,CL,1627941795
490,Nurobod,40.9056,69.8023,79.65,32,83,6.53,UZ,1627941795
491,Gunib,42.3876,46.9651,60.15,64,37,5.73,RU,1627941795
492,Vila do Maio,15.1333,-23.2167,79.59,78,73,6.08,CV,1627941796
493,Port Shepstone,-30.7414,30.455,61.56,85,100,10.65,ZA,1627941796
494,Dwārka,22.2394,68.9678,81.41,81,100,23.42,IN,1627941796
495,Hornepayne,49.2138,-84.7705,71.33,52,83,12.46,CA,1627941797
496,Tiksi,71.6872,128.8694,50.22,63,73,3.94,RU,1627941797
497,Mata Grande,-9.1175,-37.7322,66.16,83,10,10.38,BR,1627941798
498,Oron,4.8256,8.2343,75.56,91,100,3.96,NG,1627941798
499,Iisalmi,63.5592,27.1907,60.82,93,100,6.02,FI,1627941798
500,Canmore,51.0834,-115.3521,70.29,85,100,1.25,CA,1627941733
501,Nizwá,22.9333,57.5333,89.42,40,19,3.8,OM,1627941717
502,Krasnyy Yar,46.5331,48.3456,71.53,31,5,5.88,RU,1627941799
503,Bāfq,31.6128,55.4107,87.73,13,68,6.24,IR,1627941800
504,Port-Gentil,-0.7193,8.7815,76.48,83,100,9.71,GA,1627941800
505,Ekenäs,59.9736,23.4339,63.1,85,100,5.06,FI,1627941800
506,Guerrero Negro,27.9769,-114.0611,85.21,45,12,12.06,MX,1627941599
507,Kruisfontein,-34.0033,24.7314,47.88,93,0,5.66,ZA,1627941802
508,Ust-Maya,60.4167,134.5333,59.63,76,100,11.36,RU,1627941803
509,Kailua,21.4022,-157.7394,83.14,66,28,24.72,US,1627941803
510,Asău,46.4333,26.4,67.95,83,23,3.44,RO,1627941803
511,Athabasca,54.7169,-113.2854,90.1,26,100,14.58,CA,1627941530
512,Pokosnoye,55.5258,101.0536,50.63,91,88,2.55,RU,1627941804
513,Huanuni,-18.2667,-66.85,43.61,46,85,9.75,BO,1627941804
514,Piranshahr,36.701,45.1413,66.97,68,5,6.24,IR,1627941805
515,Arys,42.4252,68.795,77.22,17,47,8.16,KZ,1627941805
516,Honiara,-9.4333,159.95,80.08,78,24,5.1,SB,1627941806
517,Issaquah,47.5301,-122.0326,90.12,51,1,4.0,US,1627941754
518,Lata,40.1629,-8.3327,66.04,92,21,2.51,PT,1627941806
519,Pangkalanbuun,-2.6833,111.6167,74.39,97,99,2.15,ID,1627941807
520,La Ronge,55.1001,-105.2842,82.94,25,100,3.69,CA,1627941807
521,San Isidro,-12.1167,-77.05,64.26,81,39,1.01,PE,1627941807
522,Choya,52.0108,86.5467,61.14,71,70,3.15,RU,1627941808
523,Kuril'sk,45.2333,147.8833,58.12,89,100,6.44,RU,1627941808
524,Mbandaka,0.0487,18.2603,75.52,64,94,4.16,CD,1627941809
525,Kavieng,-2.5744,150.7967,82.67,78,28,10.56,PG,1627941809
526,Caravelas,-17.7125,-39.2481,67.3,72,76,5.39,BR,1627941810
527,Port Hedland,-20.3167,118.5667,51.85,30,19,8.05,AU,1627941810
528,Chengde,40.9725,117.9361,65.26,93,50,1.16,CN,1627941810
529,Thinadhoo,0.5333,72.9333,81.36,71,100,2.62,MV,1627941631
530,Teya,60.3778,92.6267,52.09,96,33,1.81,RU,1627941811
531,Khandyga,62.6667,135.6,67.08,56,50,1.07,RU,1627941811
532,Sobolevo,54.4299,31.8996,61.12,84,37,9.4,RU,1627941812
533,Aksay,47.26,39.87,73.62,32,0,3.53,RU,1627941812
534,Grindavik,63.8424,-22.4338,53.91,87,75,6.91,IS,1627941813
535,Biloela,-24.4167,150.5,61.74,74,0,4.27,AU,1627941813
536,Ekibastuz,51.6667,75.3667,74.17,43,91,11.7,KZ,1627941604
537,Kananga,-5.8958,22.4178,72.12,34,37,3.29,CD,1627941813
538,Ol'ga,43.7444,135.2892,67.53,96,100,2.68,RU,1627941814
539,Partizánske,48.6286,18.3846,62.29,77,13,1.21,SK,1627941814
540,Maracaçumé,-2.0428,-45.9592,77.14,77,94,4.03,BR,1627941815
541,San Jose,37.3394,-121.895,95.56,46,1,13.8,US,1627941590
542,Pennāgaram,12.1333,77.9,73.4,74,98,4.94,IN,1627941815
543,Mariehamn,60.0973,19.9348,57.06,67,0,10.36,AX,1627941816
544,Ilo,-17.6394,-71.3375,62.53,78,34,5.41,PE,1627941816
545,Marbella,36.5154,-4.8858,75.25,68,3,2.77,ES,1627941799
546,Aberystwyth,52.4155,-4.0829,56.3,85,5,5.01,GB,1627941817
547,Palembang,-2.9167,104.7458,73.63,96,98,3.78,ID,1627941817
548,Lagos,6.5833,3.75,75.07,92,100,3.96,NG,1627941674
549,Udachny,66.4167,112.4,66.61,52,97,9.13,RU,1627941818
550,Villamontes,-21.25,-63.5,65.43,33,99,2.77,BO,1627941818
551,Kutum,14.2,24.6667,73.4,65,38,13.98,SD,1627941819
552,San Cristobal,7.7669,-72.225,68.85,90,100,6.08,VE,1627941819
553,Camaçari,-12.6975,-38.3242,69.1,90,52,9.46,BR,1627941819
554,Cockburn Town,21.4612,-71.1419,81.91,78,100,17.34,TC,1627941820
555,Tamandaré,-8.7597,-35.1047,73.38,88,18,9.84,BR,1627941820
556,Luebo,-5.35,21.4167,73.63,32,59,1.81,CD,1627941820
557,Saint-Pierre,-21.3393,55.4781,66.29,59,0,6.91,RE,1627941821
558,Da Lat,11.9465,108.4419,62.98,94,100,5.75,VN,1627941822
559,Uvira,-3.4067,29.1458,75.27,62,51,1.07,CD,1627941822
560,Porto Santo,33.072,-16.3415,72.3,73,40,8.05,PT,1627941823
561,Sefophe,-22.1833,27.9667,59.2,22,0,9.15,BW,1627941823
562,Masallātah,32.6167,14.0,81.93,48,0,9.28,LY,1627941823
563,Vallenar,-28.5708,-70.7581,70.79,38,0,4.43,CL,1627941824
564,Storforshei,66.4043,14.5233,44.65,86,71,2.89,NO,1627941824
565,Namsos,64.4662,11.4957,46.58,89,92,3.27,NO,1627941824
566,Koungou,-12.7336,45.2042,71.31,83,0,3.44,YT,1627941825
567,Havøysund,70.9963,24.6622,49.08,82,19,21.79,NO,1627941825
568,Houma,29.5958,-90.7195,88.0,77,87,9.19,US,1627941596
569,Nampula,-15.1165,39.2666,57.76,85,0,3.67,MZ,1627941826
570,São João da Barra,-21.6403,-41.0511,68.04,76,0,11.43,BR,1627941826
571,Arlit,18.7369,7.3853,93.56,29,100,8.9,NE,1627941827
572,Nago,26.5881,127.9761,82.45,87,69,17.18,JP,1627941827
573,La Motte-Servolex,45.5942,5.8758,62.46,86,0,1.14,FR,1627941828
574,Sonoita,31.85,-112.8333,106.54,21,2,4.45,MX,1627941828
575,Hazebrouck,50.7237,2.5373,60.73,78,100,5.82,FR,1627941829
576,Praia da Vitória,38.7333,-27.0667,75.76,88,75,6.55,PT,1627941535
577,Visby,57.6409,18.296,60.85,82,40,10.36,SE,1627941830
578,Wellington,-41.2866,174.7756,54.82,79,75,5.01,NZ,1627941809
579,Talcahuano,-36.7167,-73.1167,56.82,70,47,10.92,CL,1627941615
580,Tocopilla,-22.092,-70.1979,63.86,68,92,4.23,CL,1627941830
